nombre,weight_class,Genre,Height_cms,Reach_cms,Weight_lbs,ID_peleador
Igor Pokrajac,Error,Male,182.88,187.96,205.0,2637
Ian Entwistle,Error,Male,165.1,167.7,135.0,2639
Ian Entwistle,Bantamweight,Male,165.1,167.7,135.0,2639
Ian Entwistle,Peso_Pactado,Male,165.1,167.7,135.0,2639
Filip Pejic,Bantamweight,Male,172.72,177.39,135.0,846
Robert Whiteford,Featherweight,Male,175.26,175.26,145.0,2539
James Te Huna,Error,Male,187.96,190.5,185.0,2747
James Te Huna,Middleweight,Male,187.96,190.5,185.0,2747
James Te Huna,Peso_Pactado,Male,187.96,190.5,185.0,2747
Brendan O'Reilly,Error,Male,170.18,175.26,170.0,2392
Brendan O'Reilly,Welterweight,Male,170.18,175.26,170.0,2392
Julian Erosa,Featherweight,Male,185.42,187.96,145.0,1572
Julian Erosa,Peso_Pactado,Male,185.42,187.96,145.0,1572
Julian Erosa,Error,Male,185.42,187.96,145.0,1572
Mike Wilkinson,Featherweight,Male,170.18,167.64,145.0,2661
Norman Parke,Lightweight,Male,180.34,177.8,155.0,2583
Teemu Packalen,Lightweight,Male,185.42,190.5,155.0,2025
Daniel Sarafian,Middleweight,Male,175.26,185.42,185.0,2753
Daniel Sarafian,Peso_Pactado,Male,175.26,185.42,185.0,2753
Jonavin Webb,Welterweight,Male,177.8,182.42,170.0,2591
Noad Lahat,Featherweight,Male,175.26,175.26,145.0,2576
Josh Barnett,Error,Male,190.5,198.12,250.0,2425
Josh Barnett,Peso_Pactado,Male,190.5,198.12,250.0,2425
Matt Dwyer,Welterweight,Male,193.04,193.04,170.0,2565
George Sullivan,Welterweight,Male,182.88,185.42,170.0,2188
George Sullivan,Peso_Pactado,Male,182.88,185.42,170.0,2188
Damon Jackson,Featherweight,Male,180.34,180.34,145.0,1651
Damon Jackson,Peso_Pactado,Male,180.34,180.34,145.0,1651
Maximo Blanco,Featherweight,Male,172.72,180.34,145.0,2417
Maximo Blanco,Peso_Pactado,Male,172.72,180.34,145.0,2417
Maximo Blanco,Error,Male,172.72,180.34,145.0,2417
Patrick Cote,Welterweight,Male,180.34,190.5,170.0,2360
Patrick Cote,Error,Male,180.34,190.5,170.0,2360
Patrick Cote,Peso_Pactado,Male,180.34,190.5,170.0,2360
Diego Brandao,Featherweight,Male,170.18,162.56,145.0,2542
Diego Brandao,Peso_Pactado,Male,170.18,162.56,145.0,2542
Diego Brandao,Error,Male,170.18,162.56,145.0,2542
Lorenz Larkin,Welterweight,Male,180.34,182.88,170.0,2431
Lorenz Larkin,Error,Male,180.34,182.88,170.0,2431
Lorenz Larkin,Peso_Pactado,Male,180.34,182.88,170.0,2431
Sheldon Westcott,Welterweight,Male,185.42,180.34,170.0,2600
Sheldon Westcott,Error,Male,185.42,180.34,170.0,2600
Josh Samman,Middleweight,Male,190.5,200.66,185.0,2443
Sarah Kaufman,Peso_Pactado,Women,165.1,167.64,135.0,2595
Sarah Kaufman,Bantamweight,Women,165.1,167.64,135.0,2595
Hayder Hassan,Welterweight,Male,177.8,182.42,170.0,2568
Joe Proctor,Peso_Pactado,Male,177.8,182.88,155.0,2352
Joe Proctor,Lightweight,Male,177.8,182.88,155.0,2352
Tatsuya Kawajiri,Featherweight,Male,170.18,175.26,145.0,2435
Tatsuya Kawajiri,Peso_Pactado,Male,170.18,175.26,145.0,2435
Gabriel Gonzaga,Peso_Pactado,Male,187.96,193.04,242.0,2482
Gabriel Gonzaga,Error,Male,187.96,193.04,242.0,2482
Gabriel Gonzaga,Heavyweight,Male,187.96,193.04,242.0,2482
Joby Sanchez,Bantamweight,Male,167.64,172.72,135.0,2158
Joby Sanchez,Error,Male,167.64,172.72,135.0,2158
Joby Sanchez,Peso_Pactado,Male,167.64,172.72,135.0,2158
Dongi Yang,Error,Male,177.8,185.42,185.0,2888
Dongi Yang,Middleweight,Male,177.8,185.42,185.0,2888
Yoshihiro Akiyama,Welterweight,Male,177.8,190.5,170.0,2954
Yoshihiro Akiyama,Peso_Pactado,Male,177.8,190.5,170.0,2954
Yoshihiro Akiyama,Error,Male,177.8,190.5,170.0,2954
Tae Hyun Bang,Lightweight,Male,175.26,180.34,155.0,2424
Benson Henderson,Welterweight,Male,175.26,177.8,170.0,2629
Benson Henderson,Error,Male,175.26,177.8,170.0,2629
Benson Henderson,Peso_Pactado,Male,175.26,177.8,170.0,2629
Yui Chul Nam,Featherweight,Male,175.26,180.12,145.0,2587
Yui Chul Nam,Peso_Pactado,Male,175.26,180.12,145.0,2587
Dominique Steele,Welterweight,Male,177.8,187.96,170.0,2340
Dominique Steele,Peso_Pactado,Male,177.8,187.96,170.0,2340
Guangyou Ning,Error,Male,162.56,162.56,145.0,2394
Guangyou Ning,Peso_Pactado,Male,162.56,162.56,145.0,2394
Guangyou Ning,Featherweight,Male,162.56,162.56,145.0,2394
Horacio Gutierrez,Error,Male,177.8,182.42,145.0,2434
Horacio Gutierrez,Featherweight,Male,177.8,182.42,145.0,2434
Hector Urbina,Welterweight,Male,180.34,185.42,170.0,2414
Valmir Lazaro,Error,Male,182.88,185.42,155.0,2615
Valmir Lazaro,Peso_Pactado,Male,182.88,185.42,155.0,2615
Valmir Lazaro,Lightweight,Male,182.88,185.42,155.0,2615
Vernon Ramos Ho,Peso_Pactado,Male,167.64,171.26,170.0,883
Anthony Perosh,Error,Male,190.5,190.5,205.0,2746
Anthony Perosh,Light heavyweight,Male,190.5,190.5,205.0,2746
Anthony Perosh,Peso_Pactado,Male,190.5,190.5,205.0,2746
Ronda Rousey,Peso_Pactado,Women,170.18,167.64,135.0,2384
Ronda Rousey,Bantamweight,Women,170.18,167.64,135.0,2384
Ronda Rousey,Error,Women,170.18,167.64,135.0,2384
Richie Vaculik,Flyweight,Male,167.64,175.26,125.0,886
Richie Vaculik,Error,Male,167.64,175.26,125.0,886
Fabio Maldonado,Light heavyweight,Male,185.42,190.5,205.0,2594
Fabio Maldonado,Peso_Pactado,Male,185.42,190.5,205.0,2594
Fabio Maldonado,Error,Male,185.42,190.5,205.0,2594
Gleison Tibau,Lightweight,Male,177.8,180.34,155.0,2222
Gleison Tibau,Error,Male,177.8,180.34,155.0,2222
Gleison Tibau,Peso_Pactado,Male,177.8,180.34,155.0,2222
Edimilson Souza,Featherweight,Male,182.88,187.96,145.0,2765
Edimilson Souza,Error,Male,182.88,187.96,145.0,2765
Viscardi Andrade,Welterweight,Male,180.34,190.5,170.0,2489
Bruno Rodrigues,Peso_Pactado,Male,167.64,171.26,135.0,891
Aisling Daly,Strawweight,Women,157.48000000000002,162.56,115.0,2598
Neil Seery,Flyweight,Male,162.56,162.56,125.0,2326
Neil Seery,Error,Male,162.56,162.56,125.0,2326
Neil Seery,Peso_Pactado,Male,162.56,162.56,125.0,2326
Cathal Pendred,Error,Male,185.42,190.5,170.0,2579
Cathal Pendred,Welterweight,Male,185.42,190.5,170.0,2579
Paddy Holohan,Error,Male,177.8,175.26,125.0,895
Paddy Holohan,Flyweight,Male,177.8,175.26,125.0,895
Bubba Bush,Middleweight,Male,182.88,187.08,185.0,2694
Adriano Martins,Lightweight,Male,177.8,182.88,155.0,2310
Adriano Martins,Peso_Pactado,Male,177.8,182.88,155.0,2310
Shawn Jordan,Peso_Pactado,Male,182.88,190.5,260.0,2724
Shawn Jordan,Heavyweight,Male,182.88,190.5,260.0,2724
Shawn Jordan,Error,Male,182.88,190.5,260.0,2724
Francisco Trevino,Error,Male,175.26,177.8,155.0,2718
Francisco Trevino,Lightweight,Male,175.26,177.8,155.0,2718
Chris Cariaso,Flyweight,Male,160.02,162.56,125.0,2664
Chris Cariaso,Error,Male,160.02,162.56,125.0,2664
Chris Cariaso,Peso_Pactado,Male,160.02,162.56,125.0,2664
Katsunori Kikuno,Featherweight,Male,172.72,167.64,145.0,2607
Katsunori Kikuno,Peso_Pactado,Male,172.72,167.64,145.0,2607
Katsunori Kikuno,Error,Male,172.72,167.64,145.0,2607
Takeya Mizugaki,Bantamweight,Male,170.18,175.26,135.0,2386
Takeya Mizugaki,Peso_Pactado,Male,170.18,175.26,135.0,2386
Naoyuki Kotani,Lightweight,Male,172.72,167.64,155.0,2656
Naoyuki Kotani,Error,Male,172.72,167.64,155.0,2656
Joe Riggs,Middleweight,Male,182.88,177.8,185.0,2500
Joe Riggs,Peso_Pactado,Male,182.88,177.8,185.0,2500
Joe Riggs,Error,Male,182.88,177.8,185.0,2500
Clay Collard,Featherweight,Male,180.34,185.42,145.0,2578
Clay Collard,Peso_Pactado,Male,180.34,185.42,145.0,2578
Sam Stout,Lightweight,Male,175.26,177.8,155.0,2611
Sam Stout,Error,Male,175.26,177.8,155.0,2611
Sam Stout,Peso_Pactado,Male,175.26,177.8,155.0,2611
Yves Jabouin,Bantamweight,Male,170.18,172.72,135.0,2728
Yves Jabouin,Error,Male,170.18,172.72,135.0,2728
Chris Kelades,Flyweight,Male,170.18,172.72,125.0,2476
Chris Kelades,Peso_Pactado,Male,170.18,172.72,125.0,2476
Jared Rosholt,Error,Male,187.96,190.5,265.0,2505
Jared Rosholt,Heavyweight,Male,187.96,190.5,265.0,2505
Jared Rosholt,Peso_Pactado,Male,187.96,190.5,265.0,2505
Chris Dempsey,Middleweight,Male,177.8,182.88,185.0,2495
Chris Dempsey,Error,Male,177.8,182.88,185.0,2495
Chris Dempsey,Peso_Pactado,Male,177.8,182.88,185.0,2495
Anthony Christodoulou,Lightweight,Male,175.26,180.12,155.0,2628
Reginaldo Vieira,Bantamweight,Male,170.18,165.1,135.0,2371
Reginaldo Vieira,Error,Male,170.18,165.1,135.0,2371
Rafael Cavalcante,Light heavyweight,Male,185.42,187.96,205.0,2503
Hugo Viana,Bantamweight,Male,167.64,170.18,135.0,2730
Hugo Viana,Error,Male,167.64,170.18,135.0,2730
Hugo Viana,Peso_Pactado,Male,167.64,170.18,135.0,2730
Kenny Robertson,Welterweight,Male,177.8,187.96,170.0,2415
Kenny Robertson,Error,Male,177.8,187.96,170.0,2415
Daron Cruickshank,Lightweight,Male,172.72,182.88,155.0,2511
Daron Cruickshank,Error,Male,172.72,182.88,155.0,2511
Daron Cruickshank,Peso_Pactado,Male,172.72,182.88,155.0,2511
Jessamyn Duke,Bantamweight,Women,180.34,185.42,135.0,917
Ramsey Nijem,Lightweight,Male,180.34,190.5,155.0,918
Ramsey Nijem,Peso_Pactado,Male,180.34,190.5,155.0,918
Mickael Lebout,Lightweight,Male,180.34,185.42,155.0,2538
Mickael Lebout,Peso_Pactado,Male,180.34,185.42,155.0,2538
Marcus Brimage,Bantamweight,Male,162.56,180.34,135.0,2654
Marcus Brimage,Error,Male,162.56,180.34,135.0,2654
Marcus Brimage,Peso_Pactado,Male,162.56,180.34,135.0,2654
Josh Thomson,Lightweight,Male,177.8,180.34,155.0,2729
Josh Thomson,Peso_Pactado,Male,177.8,180.34,155.0,2729
Scott Jorgensen,Peso_Pactado,Male,165.1,167.64,135.0,2528
Scott Jorgensen,Bantamweight,Male,165.1,167.64,135.0,2528
Scott Jorgensen,Error,Male,165.1,167.64,135.0,2528
Frank Mir,Error,Male,190.5,200.66,264.0,2484
Frank Mir,Heavyweight,Male,190.5,200.66,264.0,2484
Frank Mir,Peso_Pactado,Male,190.5,200.66,264.0,2484
Andrew Craig,Welterweight,Male,185.42,193.04,170.0,2695
Andrew Craig,Peso_Pactado,Male,185.42,193.04,170.0,2695
Igor Araujo,Error,Male,185.42,195.58,170.0,2758
Igor Araujo,Welterweight,Male,185.42,195.58,170.0,2758
Igor Araujo,Peso_Pactado,Male,185.42,195.58,170.0,2758
Angela Magana,Strawweight,Women,154.94,165.1,115.0,2276
Darrell Montague,Flyweight,Male,167.64,170.18,125.0,2706
Darrell Montague,Peso_Pactado,Male,167.64,170.18,125.0,2706
Dan Miller,Middleweight,Male,185.42,187.96,185.0,2947
Dan Miller,Peso_Pactado,Male,185.42,187.96,185.0,2947
Dan Miller,Error,Male,185.42,187.96,185.0,2947
Mike Swick,Welterweight,Male,185.42,195.58,170.0,3044
Mike Swick,Error,Male,185.42,195.58,170.0,3044
Yosdenis Cedeno,Lightweight,Male,172.72,175.26,155.0,2658
Yosdenis Cedeno,Peso_Pactado,Male,172.72,175.26,155.0,2658
Yosdenis Cedeno,Error,Male,172.72,175.26,155.0,2658
Steve Montgomery,Middleweight,Male,193.04,199.98,185.0,2532
Steve Montgomery,Peso_Pactado,Male,193.04,199.98,185.0,2532
Leandro Silva,Lightweight,Male,175.26,182.88,155.0,2426
Leandro Silva,Error,Male,175.26,182.88,155.0,2426
Leandro Silva,Peso_Pactado,Male,175.26,182.88,155.0,2426
Danny Martinez,Flyweight,Male,167.64,170.18,125.0,2531
Danny Martinez,Error,Male,167.64,170.18,125.0,2531
Danny Martinez,Peso_Pactado,Male,167.64,170.18,125.0,2531
Dennis Siver,Peso_Pactado,Male,167.64,177.8,145.0,2334
Dennis Siver,Featherweight,Male,167.64,177.8,145.0,2334
Dennis Siver,Error,Male,167.64,177.8,145.0,2334
Alan Omer,Featherweight,Male,177.8,182.42,145.0,935
Niklas Backstrom,Featherweight,Male,185.42,190.13,145.0,2705
Piotr Hallmann,Peso_Pactado,Male,175.26,180.34,155.0,2534
Piotr Hallmann,Lightweight,Male,175.26,180.34,155.0,2534
Thiago Tavares,Featherweight,Male,170.18,177.8,145.0,2451
Thiago Tavares,Peso_Pactado,Male,170.18,177.8,145.0,2451
Thiago Tavares,Error,Male,170.18,177.8,145.0,2451
Brian Ebersole,Error,Male,182.88,185.42,170.0,2665
Brian Ebersole,Welterweight,Male,182.88,185.42,170.0,2665
Ricardo Abreu,Error,Male,180.34,184.97,185.0,940
Ricardo Abreu,Peso_Pactado,Male,180.34,184.97,185.0,940
Wendell Oliveira Marques,Error,Male,177.8,182.42,170.0,2668
Wendell Oliveira Marques,Welterweight,Male,177.8,182.42,170.0,2668
KJ Noons,Peso_Pactado,Male,177.8,177.8,155.0,2502
KJ Noons,Error,Male,177.8,177.8,155.0,2502
KJ Noons,Lightweight,Male,177.8,177.8,155.0,2502
Luiz Dutra,Error,Male,180.34,184.97,170.0,2733
Luiz Dutra,Welterweight,Male,180.34,184.97,170.0,2733
Lucas Martins,Featherweight,Male,182.88,182.88,145.0,2483
Lucas Martins,Error,Male,182.88,182.88,145.0,2483
Lucas Martins,Peso_Pactado,Male,182.88,182.88,145.0,2483
Mark Eddiva,Peso_Pactado,Male,172.72,172.72,145.0,2487
Mark Eddiva,Featherweight,Male,172.72,172.72,145.0,2487
Mark Eddiva,Error,Male,172.72,172.72,145.0,2487
Zhang Lipeng,Lightweight,Male,180.34,180.34,155.0,2722
Zhang Lipeng,Error,Male,180.34,180.34,155.0,2722
Zhang Lipeng,Peso_Pactado,Male,180.34,180.34,155.0,2722
Mark Munoz,Middleweight,Male,182.88,180.34,185.0,2754
Mark Munoz,Peso_Pactado,Male,182.88,180.34,185.0,2754
Mark Munoz,Error,Male,182.88,180.34,185.0,2754
Phillipe Nover,Featherweight,Male,175.26,182.88,145.0,2373
Phillipe Nover,Peso_Pactado,Male,175.26,182.88,145.0,2373
Roldan Sangcha'an,Flyweight,Male,162.56,164.95,125.0,2698
Nolan Ticman,Flyweight,Male,167.64,171.26,125.0,950
Nolan Ticman,Error,Male,167.64,171.26,125.0,950
Hatsu Hioki,Error,Male,180.34,185.42,145.0,2772
Hatsu Hioki,Featherweight,Male,180.34,185.42,145.0,2772
Hatsu Hioki,Peso_Pactado,Male,180.34,185.42,145.0,2772
Dylan Andrews,Peso_Pactado,Male,185.42,187.96,185.0,952
Dylan Andrews,Error,Male,185.42,187.96,185.0,952
Dylan Andrews,Middleweight,Male,185.42,187.96,185.0,952
Alptekin Ozkilic,Flyweight,Male,165.1,165.1,125.0,2685
Alptekin Ozkilic,Peso_Pactado,Male,165.1,165.1,125.0,2685
Alptekin Ozkilic,Error,Male,165.1,165.1,125.0,2685
Vik Grujic,Welterweight,Male,180.34,185.42,170.0,2699
Quinton Jackson,Light heavyweight,Male,185.42,185.42,205.0,2939
Quinton Jackson,Peso_Pactado,Male,185.42,185.42,205.0,2939
Jessica Rakoczy,Strawweight,Women,170.18,174.99,115.0,2748
Jessica Rakoczy,Peso_Pactado,Women,170.18,174.99,115.0,2748
Eddie Gordon,Middleweight,Male,182.88,193.04,185.0,2572
Eddie Gordon,Error,Male,182.88,193.04,185.0,2572
Pawel Pawlak,Welterweight,Male,182.88,185.42,170.0,2559
Bartosz Fabinski,Peso_Pactado,Male,182.88,190.5,170.0,1777
Bartosz Fabinski,Welterweight,Male,182.88,190.5,170.0,1777
Bartosz Fabinski,Error,Male,182.88,190.5,170.0,1777
Seth Baczynski,Welterweight,Male,190.5,190.5,170.0,2708
Seth Baczynski,Peso_Pactado,Male,190.5,190.5,170.0,2708
Izabela Badurek,Strawweight,Women,165.1,167.7,115.0,961
Marcin Bandel,Lightweight,Male,177.8,182.42,155.0,2662
Ron Stallings,Peso_Pactado,Male,187.96,190.5,170.0,2547
Ron Stallings,Error,Male,187.96,190.5,170.0,2547
Leonardo Mafra,Lightweight,Male,177.8,177.8,155.0,2562
Leonardo Mafra,Peso_Pactado,Male,177.8,177.8,155.0,2562
Jorge de Oliveira,Lightweight,Male,172.72,177.39,155.0,2649
Jorge de Oliveira,Peso_Pactado,Male,172.72,177.39,155.0,2649
Bentley Syler,Flyweight,Male,162.56,164.95,125.0,966
Jake Lindsey,Lightweight,Male,180.34,184.97,155.0,2657
Larissa Pacheco,Bantamweight,Women,170.18,174.99,135.0,2669
Larissa Pacheco,Error,Women,170.18,174.99,135.0,2669
Roman Salazar,Bantamweight,Male,170.18,174.99,135.0,2556
Masio Fullen,Featherweight,Male,177.8,177.8,145.0,2507
William Macario,Welterweight,Male,180.34,190.5,170.0,971
William Macario,Peso_Pactado,Male,180.34,190.5,170.0,971
Ivan Jorge,Lightweight,Male,175.26,185.42,155.0,2560
Ivan Jorge,Peso_Pactado,Male,175.26,185.42,155.0,2560
Ian McCall,Error,Male,165.1,162.56,125.0,2683
Ian McCall,Peso_Pactado,Male,165.1,162.56,125.0,2683
Ian McCall,Flyweight,Male,165.1,162.56,125.0,2683
Richardson Moreira,Middleweight,Male,187.96,192.54,185.0,2704
Richardson Moreira,Peso_Pactado,Male,187.96,192.54,185.0,2704
Andy Ogle,Featherweight,Male,172.72,175.26,145.0,2726
Andy Ogle,Peso_Pactado,Male,172.72,175.26,145.0,2726
Akira Corassani,Featherweight,Male,172.72,172.72,145.0,2714
Akira Corassani,Peso_Pactado,Male,172.72,172.72,145.0,2714
Phil Davis,Light heavyweight,Male,187.96,200.66,205.0,2655
Phil Davis,Error,Male,187.96,200.66,205.0,2655
Phil Davis,Peso_Pactado,Male,187.96,200.66,205.0,2655
John Howard,Welterweight,Male,170.18,182.88,170.0,2523
John Howard,Peso_Pactado,Male,170.18,182.88,170.0,2523
John Howard,Error,Male,170.18,182.88,170.0,2523
Johnny Case,Peso_Pactado,Male,177.8,182.88,155.0,2338
Johnny Case,Lightweight,Male,177.8,182.88,155.0,2338
Matt Van Buren,Light heavyweight,Male,195.58,200.24,205.0,2689
Tateki Matsuda,Error,Male,170.18,174.99,125.0,2673
Tateki Matsuda,Flyweight,Male,170.18,174.99,125.0,2673
Danny Castillo,Error,Male,175.26,180.34,155.0,2516
Danny Castillo,Lightweight,Male,175.26,180.34,155.0,2516
Danny Castillo,Peso_Pactado,Male,175.26,180.34,155.0,2516
Alexis Dufresne,Bantamweight,Women,175.26,180.12,135.0,2692
Tom Niinimaki,Error,Male,175.26,175.26,145.0,2675
Tom Niinimaki,Featherweight,Male,175.26,175.26,145.0,2675
Elias Silverio,Lightweight,Male,180.34,185.42,155.0,2552
Elias Silverio,Peso_Pactado,Male,180.34,185.42,155.0,2552
Leandro Issa,Bantamweight,Male,170.18,175.26,135.0,2423
Leandro Issa,Peso_Pactado,Male,170.18,175.26,135.0,2423
Marcio Alexandre Junior,Error,Male,182.88,190.5,185.0,2517
Marcio Alexandre Junior,Peso_Pactado,Male,182.88,190.5,185.0,2517
Jamie Varner,Lightweight,Male,172.72,180.34,155.0,2831
Jamie Varner,Error,Male,172.72,180.34,155.0,2831
David Michaud,Lightweight,Male,175.26,180.12,155.0,2596
David Michaud,Error,Male,175.26,180.12,155.0,2596
Joe Ellenberger,Error,Male,175.26,182.88,155.0,990
Emily Kagan,Strawweight,Women,160.02,163.1,115.0,2525
Luke Barnatt,Middleweight,Male,198.12,195.58,185.0,2586
Luke Barnatt,Peso_Pactado,Male,198.12,195.58,185.0,2586
Ruslan Magomedov,Peso_Pactado,Male,190.5,198.12,242.0,2540
Ruslan Magomedov,Error,Male,190.5,198.12,242.0,2540
Yves Edwards,Lightweight,Male,175.26,185.42,155.0,2916
Yves Edwards,Peso_Pactado,Male,175.26,185.42,155.0,2916
Yves Edwards,Error,Male,175.26,185.42,155.0,2916
Juan Manuel Puig,Featherweight,Male,175.26,180.12,145.0,2688
Juan Manuel Puig,Peso_Pactado,Male,175.26,180.12,145.0,2688
Edgar Garcia,Welterweight,Male,177.8,180.34,170.0,2514
Caio Magalhaes,Middleweight,Male,185.42,185.42,185.0,2420
Wagner Silva,Welterweight,Male,182.88,187.08,170.0,2703
Wagner Silva,Peso_Pactado,Male,182.88,187.08,170.0,2703
Soa Palelei,Error,Male,193.04,205.74,265.0,2558
Soa Palelei,Peso_Pactado,Male,193.04,205.74,265.0,2558
Soa Palelei,Heavyweight,Male,193.04,205.74,265.0,2558
Jumabieke Tuerxun,Bantamweight,Male,170.18,174.99,135.0,1000
Jumabieke Tuerxun,Error,Male,170.18,174.99,135.0,1000
Luke Zachrich,Middleweight,Male,187.96,187.96,185.0,2711
Fabricio Camoes,Error,Male,177.8,180.34,155.0,2738
Fabricio Camoes,Lightweight,Male,177.8,180.34,155.0,2738
Fabricio Camoes,Peso_Pactado,Male,177.8,180.34,155.0,2738
Tor Troeng,Middleweight,Male,187.96,192.54,185.0,2763
Tor Troeng,Peso_Pactado,Male,187.96,192.54,185.0,2763
Manvel Gamburyan,Bantamweight,Male,165.1,170.18,135.0,2397
Manvel Gamburyan,Error,Male,165.1,170.18,135.0,2397
Manvel Gamburyan,Peso_Pactado,Male,165.1,170.18,135.0,2397
Michinori Tanaka,Peso_Pactado,Male,165.1,170.18,135.0,2375
Michinori Tanaka,Bantamweight,Male,165.1,170.18,135.0,2375
Kazuki Tokudome,Lightweight,Male,180.34,185.42,155.0,2780
Kazuki Tokudome,Peso_Pactado,Male,180.34,185.42,155.0,2780
Paulo Thiago,Welterweight,Male,180.34,187.96,170.0,2848
Paulo Thiago,Peso_Pactado,Male,180.34,187.96,170.0,2848
Matt Mitrione,Error,Male,190.5,208.28,265.0,2510
Matt Mitrione,Heavyweight,Male,190.5,208.28,265.0,2510
Matt Mitrione,Peso_Pactado,Male,190.5,208.28,265.0,2510
Sean Soriano,Featherweight,Male,175.26,180.12,145.0,2631
Ruan Potts,Peso_Pactado,Male,187.96,190.5,247.0,2617
Ruan Potts,Error,Male,187.96,190.5,247.0,2617
Francis Carmont,Peso_Pactado,Male,190.5,198.12,205.0,2727
Francis Carmont,Error,Male,190.5,198.12,205.0,2727
Francis Carmont,Light heavyweight,Male,190.5,198.12,205.0,2727
Aaron Phillips,Bantamweight,Male,175.26,180.34,135.0,1836
Aaron Phillips,Peso_Pactado,Male,175.26,180.34,135.0,1836
Roland Delorme,Peso_Pactado,Male,175.26,180.34,135.0,1013
Roland Delorme,Bantamweight,Male,175.26,180.34,135.0,1013
Roland Delorme,Error,Male,175.26,180.34,135.0,1013
Anying Wang,Welterweight,Male,182.88,187.08,170.0,2720
Sai Wang,Welterweight,Male,182.88,187.08,170.0,1015
Sai Wang,Peso_Pactado,Male,182.88,187.08,170.0,1015
Elizabeth Phillips,Bantamweight,Women,167.64,165.1,135.0,2429
Elizabeth Phillips,Error,Women,167.64,165.1,135.0,2429
Tom Watson,Middleweight,Male,185.42,185.42,185.0,2554
Tom Watson,Error,Male,185.42,185.42,185.0,2554
Mike de la Torre,Featherweight,Male,180.34,180.34,145.0,2359
Mike de la Torre,Peso_Pactado,Male,180.34,180.34,145.0,2359
Hernani Perpetuo,Welterweight,Male,182.88,187.08,170.0,2710
Kyle Kingsbury,Light heavyweight,Male,193.04,200.66,205.0,2921
Kyle Kingsbury,Error,Male,193.04,200.66,205.0,2921
Akbarh Arreola,Peso_Pactado,Male,177.8,180.34,155.0,2529
Akbarh Arreola,Lightweight,Male,177.8,180.34,155.0,2529
Andreas Stahl,Welterweight,Male,180.34,184.97,170.0,2524
Steven Siler,Featherweight,Male,180.34,177.8,145.0,2716
Steven Siler,Peso_Pactado,Male,180.34,177.8,145.0,2716
Steven Siler,Error,Male,180.34,177.8,145.0,2716
Cody Donovan,Light heavyweight,Male,190.5,187.96,205.0,2842
Cody Donovan,Error,Male,190.5,187.96,205.0,2842
Justin Salas,Lightweight,Male,172.72,177.8,155.0,2494
Justin Salas,Error,Male,172.72,177.8,155.0,2494
Justin Salas,Peso_Pactado,Male,172.72,177.8,155.0,2494
Jesse Ronson,Welterweight,Male,177.8,177.8,170.0,1815
Jesse Ronson,Error,Male,177.8,177.8,170.0,1815
Patrick Walsh,Middleweight,Male,180.34,184.97,185.0,2623
Patrick Walsh,Error,Male,180.34,184.97,185.0,2623
Robert Drysdale,Light heavyweight,Male,190.5,195.59,205.0,1028
George Roop,Bantamweight,Male,185.42,182.88,135.0,2545
George Roop,Peso_Pactado,Male,185.42,182.88,135.0,2545
George Roop,Error,Male,185.42,182.88,135.0,2545
Colton Smith,Lightweight,Male,182.88,180.34,155.0,1030
Colton Smith,Error,Male,182.88,180.34,155.0,1030
Johnny Bedford,Bantamweight,Male,177.8,180.34,135.0,2672
Johnny Bedford,Peso_Pactado,Male,177.8,180.34,135.0,2672
Johnny Bedford,Error,Male,177.8,180.34,135.0,2672
Marcelo Guimaraes,Middleweight,Male,182.88,185.42,185.0,2490
Marcelo Guimaraes,Peso_Pactado,Male,182.88,185.42,185.0,2490
Clint Hester,Peso_Pactado,Male,187.96,195.58,205.0,2479
Clint Hester,Error,Male,187.96,195.58,205.0,2479
Chris Indich,Welterweight,Male,177.8,182.42,170.0,2715
Bobby Voelker,Welterweight,Male,182.88,187.96,170.0,2739
Yaotzin Meza,Featherweight,Male,175.26,180.34,145.0,2496
Yaotzin Meza,Error,Male,175.26,180.34,145.0,2496
Yaotzin Meza,Peso_Pactado,Male,175.26,180.34,145.0,2496
Rodrigo Damm,Lightweight,Male,170.18,180.34,155.0,2634
Rodrigo Damm,Error,Male,170.18,180.34,155.0,2634
Vaughan Lee,Flyweight,Male,167.64,167.64,125.0,2561
Vaughan Lee,Error,Male,167.64,167.64,125.0,2561
Vaughan Lee,Peso_Pactado,Male,167.64,167.64,125.0,2561
Chris Holdsworth,Peso_Pactado,Male,180.34,184.97,135.0,1039
Chris Holdsworth,Bantamweight,Male,180.34,184.97,135.0,1039
Anthony Njokuani,Lightweight,Male,185.42,190.5,155.0,2659
Anthony Njokuani,Error,Male,185.42,190.5,155.0,2659
Constantinos Philippou,Middleweight,Male,180.34,185.42,185.0,2585
Constantinos Philippou,Peso_Pactado,Male,180.34,185.42,185.0,2585
Constantinos Philippou,Error,Male,180.34,185.42,185.0,2585
Anthony Lapsley,Welterweight,Male,175.26,180.12,170.0,2751
Anthony Lapsley,Error,Male,175.26,180.12,170.0,2751
Estevan Payan,Error,Male,177.8,182.42,145.0,2740
Estevan Payan,Featherweight,Male,177.8,182.42,145.0,2740
Ryan Jimmo,Light heavyweight,Male,185.42,185.42,205.0,2582
Ryan Jimmo,Error,Male,185.42,185.42,205.0,2582
Mark Bocek,Peso_Pactado,Male,172.72,190.5,155.0,3032
Mark Bocek,Lightweight,Male,172.72,190.5,155.0,3032
